universityName,province,majorCode,majorName,degreeType,studyMode,examSubjects,reexaminationLine,actualEnrollment,registrationCount,admissionYear,universityLevel,plannedEnrollment,nationalLine,sourceName,sourceUrl,sourceYear,remarks
中南财经政法大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,344,3,4,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共4条考生记录，其中3人录取
中南财经政法大学,湖北,0854,电子信息,专业学位,FULL_TIME,未公开,318,67,89,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共89条考生记录，其中67人录取
中国矿业大学(北京),未知,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,304,20,20,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共20条考生记录，其中20人录取
中国矿业大学(北京),未知,0854,电子信息,专业学位,FULL_TIME,未公开,273,82,82,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共82条考生记录，其中82人录取
中央财经大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,363,29,39,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共39条考生记录，其中29人录取
北京化工大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,301,97,97,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共97条考生记录，其中97人录取
北京化工大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,320,15,15,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共15条考生记录，其中15人录取
北京化工大学,北京,0835,软件工程,专业学位,FULL_TIME,未公开,315,10,10,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共10条考生记录，其中10人录取
北京科技大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,323,23,29,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共29条考生记录，其中23人录取
北京科技大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,291,95,101,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共101条考生记录，其中95人录取
北京邮电大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,309,134,163,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共163条考生记录，其中134人录取
北京邮电大学,北京,0839,网络空间安全,专业学位,FULL_TIME,未公开,320,73,94,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共94条考生记录，其中73人录取
华中师范大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,263,54,60,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共60条考生记录，其中54人录取
华中师范大学,湖北,0854,电子信息,专业学位,FULL_TIME,未公开,308,67,81,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共81条考生记录，其中67人录取
华中科技大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,334,12,19,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共19条考生记录，其中12人录取
华中科技大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,366,6,6,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共6条考生记录，其中6人录取
华中科技大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,386,3,4,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共4条考生记录，其中3人录取
华中科技大学,湖北,0854,电子信息,专业学位,FULL_TIME,未公开,338,143,192,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共192条考生记录，其中143人录取
华南理工大学,广东,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,351,22,22,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共22条考生记录，其中22人录取
南京理工大学,江苏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,259,31,31,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共31条考生记录，其中31人录取
南京航空航天大学,江苏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,303,25,25,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共25条考生记录，其中25人录取
厦门大学,福建,0854,电子信息,专业学位,FULL_TIME,未公开,324,103,103,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共103条考生记录，其中103人录取
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,350,27,27,2021,普通,45,263,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共27条考生记录，其中27人录取
哈尔滨工业大学,黑龙江,0854,电子信息,专业学位,FULL_TIME,未公开,337,176,176,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共176条考生记录，其中176人录取
哈尔滨工业大学,黑龙江,0835,软件工程,专业学位,FULL_TIME,未公开,,11,11,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共11条考生记录，其中11人录取
哈尔滨工业大学,黑龙江,0839,网络空间安全,专业学位,FULL_TIME,未公开,,13,13,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共13条考生记录，其中13人录取
四川大学,四川,0854,电子信息,专业学位,FULL_TIME,未公开,350,87,87,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共87条考生记录，其中87人录取
四川大学,四川,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,335,24,24,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共24条考生记录，其中24人录取
四川大学,四川,0835,软件工程,专业学位,FULL_TIME,未公开,312,14,14,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共14条考生记录，其中14人录取
宁夏大学,宁夏,0854,电子信息,专业学位,FULL_TIME,未公开,255,182,182,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共182条考生记录，其中182人录取
宁夏大学,宁夏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,262,16,16,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共16条考生记录，其中16人录取
宁波大学,未知,0854,电子信息,专业学位,FULL_TIME,未公开,348,50,50,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共50条考生记录，其中50人录取
宁波大学,未知,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,338,19,19,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共19条考生记录，其中19人录取
广西大学,广西,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,259,64,64,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共64条考生记录，其中64人录取
广西大学,广西,0854,电子信息,专业学位,FULL_TIME,未公开,255,150,150,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共150条考生记录，其中150人录取
延边大学,吉林,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,287,10,10,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共10条考生记录，其中10人录取
延边大学,吉林,0854,电子信息,专业学位,FULL_TIME,未公开,263,43,43,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共43条考生记录，其中43人录取
新疆大学,新疆,0835,软件工程,专业学位,FULL_TIME,未公开,252,14,14,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共14条考生记录，其中14人录取
新疆大学,新疆,0854,电子信息,专业学位,FULL_TIME,未公开,253,34,37,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共37条考生记录，其中34人录取
河北工业大学,河北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,301,56,56,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共56条考生记录，其中56人录取
河北工业大学,河北,0854,电子信息,专业学位,FULL_TIME,未公开,263,151,151,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共151条考生记录，其中151人录取
清华大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,369,15,15,2021,普通,40,263,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共15条考生记录，其中15人录取
西北大学,陕西,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,296,28,33,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共33条考生记录，其中28人录取
西北大学,陕西,0854,电子信息,专业学位,FULL_TIME,未公开,267,118,130,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共130条考生记录，其中118人录取
西南财经大学,四川,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,301,12,12,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共12条考生记录，其中12人录取
西南财经大学,四川,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,312,9,9,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共9条考生记录，其中9人录取
贵州大学,贵州,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,257,41,41,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共41条考生记录，其中41人录取
贵州大学,贵州,0835,软件工程,专业学位,FULL_TIME,未公开,255,22,22,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共22条考生记录，其中22人录取
贵州大学,贵州,0854,电子信息,专业学位,FULL_TIME,未公开,256,278,278,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共278条考生记录，其中278人录取
辽宁大学,辽宁,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,273,1,1,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共1条考生记录，其中1人录取
辽宁大学,辽宁,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,275,8,8,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
辽宁大学,辽宁,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,292,23,23,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共23条考生记录，其中23人录取
辽宁大学,辽宁,0835,软件工程,专业学位,FULL_TIME,未公开,309,21,21,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共21条考生记录，其中21人录取
辽宁大学,辽宁,0854,电子信息,专业学位,FULL_TIME,未公开,324,40,40,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共40条考生记录，其中40人录取
长安大学,陕西,0854,电子信息,专业学位,FULL_TIME,未公开,310,192,192,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共192条考生记录，其中192人录取
长安大学,陕西,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,299,30,30,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共30条考生记录，其中30人录取
长安大学,陕西,0835,软件工程,专业学位,FULL_TIME,未公开,309,12,12,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共12条考生记录，其中12人录取
长安大学,陕西,0839,网络空间安全,专业学位,FULL_TIME,未公开,320,2,2,2021,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2021,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
上海财经大学,上海,0835,软件工程,专业学位,FULL_TIME,未公开,289,4,4,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共4条考生记录，其中4人录取
上海财经大学,上海,0835,软件工程,专业学位,FULL_TIME,未公开,328,1,1,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共1条考生记录，其中1人录取
东北师范大学,吉林,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,375,40,40,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共40条考生记录，其中40人录取
东北师范大学,吉林,0854,电子信息,专业学位,FULL_TIME,未公开,309,80,80,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共80条考生记录，其中80人录取
中南财经政法大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,320,2,2,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共2条考生记录，其中2人录取
中南财经政法大学,湖北,0854,电子信息,专业学位,FULL_TIME,未公开,344,71,95,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共95条考生记录，其中71人录取
中国地质大学(武汉),未知,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,342,33,54,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共54条考生记录，其中33人录取
中国地质大学(武汉),未知,0854,电子信息,专业学位,FULL_TIME,未公开,312,11,18,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共18条考生记录，其中11人录取
中国地质大学(武汉),未知,0854,电子信息,专业学位,FULL_TIME,未公开,340,275,378,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共378条考生记录，其中275人录取
中国矿业大学,江苏,0854,电子信息,专业学位,FULL_TIME,未公开,204,205,205,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共205条考生记录，其中205人录取
中国矿业大学,江苏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,334,22,22,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共22条考生记录，其中22人录取
中国矿业大学,江苏,0835,软件工程,专业学位,FULL_TIME,未公开,304,12,12,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共12条考生记录，其中12人录取
中国矿业大学(北京),未知,0854,电子信息,专业学位,FULL_TIME,未公开,292,28,28,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共28条考生记录，其中28人录取
中央财经大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,372,15,22,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共22条考生记录，其中15人录取
北京化工大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,315,16,16,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共16条考生记录，其中16人录取
北京化工大学,北京,0835,软件工程,专业学位,FULL_TIME,未公开,310,6,6,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共6条考生记录，其中6人录取
北京化工大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,305,9,9,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共9条考生记录，其中9人录取
北京化工大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,341,23,23,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共23条考生记录，其中23人录取
北京大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,332,5,5,2022,普通,43,273,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共5条考生记录，其中5人录取
北京大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,355,8,8,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
北京大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,378,8,8,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
北京大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,354,5,5,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共5条考生记录，其中5人录取
北京科技大学,北京,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,354,20,25,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共25条考生记录，其中20人录取
北京科技大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,303,59,66,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共66条考生记录，其中59人录取
北京科技大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,373,35,43,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共43条考生记录，其中35人录取
北京邮电大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,321,136,208,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共208条考生记录，其中136人录取
北京邮电大学,北京,0839,网络空间安全,专业学位,FULL_TIME,未公开,325,64,79,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共79条考生记录，其中64人录取
北京邮电大学,北京,0854,电子信息,专业学位,FULL_TIME,未公开,356,19,19,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共19条考生记录，其中19人录取
华中农业大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,273,27,27,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共27条考生记录，其中27人录取
华中师范大学,湖北,0854,电子信息,专业学位,FULL_TIME,未公开,320,115,139,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共139条考生记录，其中115人录取
华中师范大学,湖北,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,292,78,97,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共97条考生记录，其中78人录取
华南理工大学,广东,0854,电子信息,专业学位,FULL_TIME,未公开,354,68,68,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共68条考生记录，其中68人录取
华南理工大学,广东,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,347,24,24,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共24条考生记录，其中24人录取
南京理工大学,江苏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,307,41,41,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共41条考生记录，其中41人录取
南京航空航天大学,江苏,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,271,31,31,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共31条考生记录，其中31人录取
南开大学,天津,0854,电子信息,专业学位,FULL_TIME,未公开,325,53,62,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共62条考生记录，其中53人录取
厦门大学,福建,0835,软件工程,专业学位,FULL_TIME,未公开,329,20,20,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共20条考生记录，其中20人录取
厦门大学,福建,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,353,8,8,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共8条考生记录，其中8人录取
厦门大学,福建,0854,电子信息,专业学位,FULL_TIME,未公开,359,47,47,2022,普通,,,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共47条考生记录，其中47人录取
哈尔滨工业大学,黑龙江,0812,计算机科学与技术,专业学位,FULL_TIME,未公开,400,30,30,2022,普通,48,273,CPEER数据集(考研真实录取),https://github.com/Younai2021/CPEER-Dataset,2022,数据来源于CPEER开放数据集，共30条考生记录，其中30人录取
