universityName,province,majorCode,majorName,degreeType,studyMode,examSubjects,reexaminationLine,actualEnrollment,registrationCount,admissionYear,universityLevel,plannedEnrollment,nationalLine,sourceName,sourceUrl,sourceYear,remarks
中国科学技术大学,安徽,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,325,,,2024,,50,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
北京航空航天大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,330,,,2024,,35,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
北京邮电大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,315,,,2024,,60,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
电子科技大学,四川,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,325,,,2024,,50,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
华中科技大学,湖北,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,320,,,2024,,45,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
武汉大学,湖北,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,315,,,2024,,40,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
四川大学,四川,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,310,,,2024,,40,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
中山大学,广东,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,305,,,2024,,35,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
清华大学,北京,085400,计算机技术,专业学位,FULL_TIME,待补充,335,,,2025,,60,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
北京大学,北京,085400,计算机技术,专业学位,FULL_TIME,待补充,330,,,2025,,55,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
浙江大学,浙江,085400,计算机技术,专业学位,FULL_TIME,待补充,320,,,2025,,80,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
上海交通大学,上海,085400,计算机技术,专业学位,FULL_TIME,待补充,330,,,2025,,60,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
南京大学,江苏,085400,计算机技术,专业学位,FULL_TIME,待补充,315,,,2025,,70,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
哈尔滨工业大学,黑龙江,085400,计算机技术,专业学位,FULL_TIME,待补充,315,,,2025,,70,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
西安交通大学,陕西,085400,计算机技术,专业学位,FULL_TIME,待补充,310,,,2025,,60,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
电子科技大学,四川,085400,计算机技术,专业学位,FULL_TIME,待补充,320,,,2025,,80,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
华中科技大学,湖北,085400,计算机技术,专业学位,FULL_TIME,待补充,315,,,2025,,65,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
北京邮电大学,北京,085400,计算机技术,专业学位,FULL_TIME,待补充,310,,,2025,,80,,高校研究生院官网(2025年),,2025,数据来源: 各高校研究生院官网公告
杭州电子科技大学,浙江,085400,计算机技术,专业学位,FULL_TIME,待补充,333,,,2024,,120,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
重庆邮电大学,重庆,085400,计算机技术,专业学位,FULL_TIME,待补充,310,,,2024,,100,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
南京邮电大学,江苏,085400,计算机技术,专业学位,FULL_TIME,待补充,315,,,2024,,90,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
西安邮电大学,陕西,085400,计算机技术,专业学位,FULL_TIME,待补充,300,,,2024,,80,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
桂林电子科技大学,广西,085400,计算机技术,专业学位,FULL_TIME,待补充,290,,,2024,,90,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
北京信息科技大学,北京,085400,计算机技术,专业学位,FULL_TIME,待补充,305,,,2024,,70,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
天津工业大学,天津,085400,计算机技术,专业学位,FULL_TIME,待补充,295,,,2024,,80,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
浙江工业大学,浙江,085400,计算机技术,专业学位,FULL_TIME,待补充,310,,,2024,,75,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
武汉理工大学,湖北,085400,计算机技术,专业学位,FULL_TIME,待补充,305,,,2024,,85,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
西南交通大学,四川,085400,计算机技术,专业学位,FULL_TIME,待补充,300,,,2024,,70,,高校研究生院官网(2024年),,2024,数据来源: 各高校研究生院官网公告
清华大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,340,,,2023,,45,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
北京大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,340,,,2023,,50,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
浙江大学,浙江,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,320,,,2023,,60,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
上海交通大学,上海,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,330,,,2023,,40,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
南京大学,江苏,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,315,,,2023,,45,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
哈尔滨工业大学,黑龙江,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,315,,,2023,,55,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
西安交通大学,陕西,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,310,,,2023,,40,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
中国科学技术大学,安徽,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,320,,,2023,,50,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
北京航空航天大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,325,,,2023,,35,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
北京邮电大学,北京,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,310,,,2023,,60,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
电子科技大学,四川,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,320,,,2023,,50,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
华中科技大学,湖北,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,315,,,2023,,45,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
武汉大学,湖北,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,310,,,2023,,40,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
中山大学,广东,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,300,,,2023,,35,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
同济大学,上海,081200,计算机科学与技术,学术学位,FULL_TIME,待补充,310,,,2023,,30,,高校研究生院官网(2023年),,2023,数据来源: 各高校研究生院官网公告
